case,split,original_processed_index,class_id,concentration
A_C1234_source_C5_target,test,417,1,250.0
A_C1234_source_C5_target,test,874,2,12.5
A_C1234_source_C5_target,test,639,0,75.0
A_C1234_source_C5_target,test,789,0,112.5
A_C1234_source_C5_target,test,1267,3,25.0
A_C1234_source_C5_target,test,841,2,12.5
A_C1234_source_C5_target,test,1031,2,62.5
A_C1234_source_C5_target,test,134,1,100.0
A_C1234_source_C5_target,test,1384,3,75.0
A_C1234_source_C5_target,test,636,0,75.0
A_C1234_source_C5_target,test,1399,3,100.0
A_C1234_source_C5_target,test,611,0,62.5
A_C1234_source_C5_target,test,1425,3,100.0
A_C1234_source_C5_target,test,933,2,37.5
A_C1234_source_C5_target,test,213,1,150.0
A_C1234_source_C5_target,test,217,1,150.0
A_C1234_source_C5_target,test,281,1,175.0
A_C1234_source_C5_target,test,1049,2,62.5
A_C1234_source_C5_target,test,64,1,50.0
A_C1234_source_C5_target,test,342,1,225.0
A_C1234_source_C5_target,test,488,0,25.0
A_C1234_source_C5_target,test,406,1,250.0
A_C1234_source_C5_target,test,597,0,62.5
A_C1234_source_C5_target,test,1468,3,125.0
A_C1234_source_C5_target,test,1605,3,225.0
A_C1234_source_C5_target,test,201,1,125.0
A_C1234_source_C5_target,test,147,1,100.0
A_C1234_source_C5_target,test,1209,2,112.5
A_C1234_source_C5_target,test,518,0,37.5
A_C1234_source_C5_target,test,1104,2,87.5
A_C1234_source_C5_target,test,1227,2,125.0
A_C1234_source_C5_target,test,1116,2,87.5
A_C1234_source_C5_target,test,299,1,200.0
A_C1234_source_C5_target,test,164,1,100.0
A_C1234_source_C5_target,test,654,0,75.0
A_C1234_source_C5_target,test,1413,3,100.0
A_C1234_source_C5_target,test,998,2,50.0
A_C1234_source_C5_target,test,1491,3,150.0
A_C1234_source_C5_target,test,287,1,175.0
A_C1234_source_C5_target,test,1138,2,100.0
A_C1234_source_C5_target,test,446,0,12.5
A_C1234_source_C5_target,test,341,1,225.0
A_C1234_source_C5_target,test,187,1,125.0
A_C1234_source_C5_target,test,59,1,50.0
A_C1234_source_C5_target,test,1146,2,100.0
A_C1234_source_C5_target,test,209,1,125.0
A_C1234_source_C5_target,test,1355,3,75.0
A_C1234_source_C5_target,test,873,2,12.5
A_C1234_source_C5_target,test,1302,3,50.0
A_C1234_source_C5_target,test,604,0,62.5
A_C1234_source_C5_target,test,1396,3,100.0
A_C1234_source_C5_target,test,823,0,125.0
A_C1234_source_C5_target,test,1446,3,125.0
A_C1234_source_C5_target,test,1156,2,100.0
A_C1234_source_C5_target,test,167,1,100.0
A_C1234_source_C5_target,test,1671,3,250.0
A_C1234_source_C5_target,test,1106,2,87.5
A_C1234_source_C5_target,test,896,2,25.0
A_C1234_source_C5_target,test,235,1,150.0
A_C1234_source_C5_target,test,325,1,200.0
A_C1234_source_C5_target,test,211,1,150.0
A_C1234_source_C5_target,test,877,2,12.5
A_C1234_source_C5_target,test,972,2,50.0
A_C1234_source_C5_target,test,380,1,250.0
A_C1234_source_C5_target,test,1467,3,125.0
A_C1234_source_C5_target,test,1462,3,125.0
A_C1234_source_C5_target,test,185,1,125.0
A_C1234_source_C5_target,test,1540,3,175.0
A_C1234_source_C5_target,test,1410,3,100.0
A_C1234_source_C5_target,test,67,1,50.0
A_C1234_source_C5_target,test,810,0,125.0
A_C1234_source_C5_target,test,1239,2,125.0
A_C1234_source_C5_target,test,1350,3,75.0
A_C1234_source_C5_target,test,1674,3,250.0
A_C1234_source_C5_target,test,37,1,25.0
A_C1234_source_C5_target,test,449,0,12.5
A_C1234_source_C5_target,test,1485,3,150.0
A_C1234_source_C5_target,test,1011,2,62.5
A_C1234_source_C5_target,test,800,0,125.0
A_C1234_source_C5_target,test,738,0,100.0
A_C1234_source_C5_target,test,36,1,25.0
A_C1234_source_C5_target,test,1335,3,50.0
A_C1234_source_C5_target,test,802,0,125.0
A_C1234_source_C5_target,test,545,0,37.5
A_C1234_source_C5_target,test,1602,3,225.0
A_C1234_source_C5_target,test,764,0,112.5
A_C1234_source_C5_target,test,1663,3,250.0
A_C1234_source_C5_target,test,478,0,25.0
A_C1234_source_C5_target,test,160,1,100.0
A_C1234_source_C5_target,test,370,1,225.0
A_C1234_source_C5_target,test,710,0,87.5
A_C1234_source_C5_target,test,1238,2,125.0
A_C1234_source_C5_target,test,1155,2,100.0
A_C1234_source_C5_target,test,572,0,50.0
A_C1234_source_C5_target,test,1177,2,112.5
A_C1234_source_C5_target,test,1488,3,150.0
A_C1234_source_C5_target,test,752,0,100.0
A_C1234_source_C5_target,test,505,0,37.5
A_C1234_source_C5_target,test,1266,3,25.0
A_C1234_source_C5_target,test,1525,3,175.0
A_C1234_source_C5_target,test,225,1,150.0
A_C1234_source_C5_target,test,203,1,125.0
A_C1234_source_C5_target,test,1626,3,225.0
A_C1234_source_C5_target,test,1300,3,25.0
A_C1234_source_C5_target,test,634,0,75.0
A_C1234_source_C5_target,test,1092,2,87.5
A_C1234_source_C5_target,test,499,0,25.0
A_C1234_source_C5_target,test,915,2,25.0
A_C1234_source_C5_target,test,801,0,125.0
A_C1234_source_C5_target,test,1047,2,62.5
A_C1234_source_C5_target,test,1635,3,225.0
A_C1234_source_C5_target,test,993,2,50.0
A_C1234_source_C5_target,test,1576,3,200.0
A_C1234_source_C5_target,test,577,0,50.0
A_C1234_source_C5_target,test,172,1,125.0
A_C1234_source_C5_target,test,1563,3,200.0
A_C1234_source_C5_target,test,1480,3,150.0
A_C1234_source_C5_target,test,338,1,225.0
A_C1234_source_C5_target,test,1607,3,225.0
A_C1234_source_C5_target,test,507,0,37.5
A_C1234_source_C5_target,test,555,0,50.0
A_C1234_source_C5_target,test,1490,3,150.0
A_C1234_source_C5_target,test,778,0,112.5
A_C1234_source_C5_target,test,14,1,25.0
A_C1234_source_C5_target,test,102,1,75.0
A_C1234_source_C5_target,test,1241,2,125.0
A_C1234_source_C5_target,test,259,1,175.0
A_C1234_source_C5_target,test,1621,3,225.0
A_C1234_source_C5_target,test,568,0,50.0
A_C1234_source_C5_target,test,393,1,250.0
A_C1234_source_C5_target,test,1657,3,250.0
A_C1234_source_C5_target,test,373,1,225.0
A_C1234_source_C5_target,test,1348,3,75.0
A_C1234_source_C5_target,test,432,0,12.5
A_C1234_source_C5_target,test,1673,3,250.0
A_C1234_source_C5_target,test,144,1,100.0
A_C1234_source_C5_target,test,663,0,75.0
A_C1234_source_C5_target,test,680,0,87.5
A_C1234_source_C5_target,test,437,0,12.5
A_C1234_source_C5_target,test,175,1,125.0
A_C1234_source_C5_target,test,984,2,50.0
A_C1234_source_C5_target,test,19,1,25.0
A_C1234_source_C5_target,test,47,1,50.0
A_C1234_source_C5_target,test,1100,2,87.5
A_C1234_source_C5_target,test,352,1,225.0
A_C1234_source_C5_target,test,403,1,250.0
A_C1234_source_C5_target,test,1581,3,200.0
A_C1234_source_C5_target,test,1428,3,125.0
A_C1234_source_C5_target,test,1316,3,50.0
A_C1234_source_C5_target,test,1654,3,250.0
A_C1234_source_C5_target,test,460,0,12.5
A_C1234_source_C5_target,test,570,0,50.0
A_C1234_source_C5_target,test,525,0,37.5
A_C1234_source_C5_target,test,54,1,50.0
A_C1234_source_C5_target,test,1253,2,125.0
A_C1234_source_C5_target,test,982,2,50.0
A_C1234_source_C5_target,test,200,1,125.0
A_C1234_source_C5_target,test,165,1,100.0
A_C1234_source_C5_target,test,396,1,250.0
A_C1234_source_C5_target,test,795,0,112.5
A_C1234_source_C5_target,test,8,1,25.0
A_C1234_source_C5_target,test,420,0,12.5
A_C1234_source_C5_target,test,173,1,125.0
A_C1234_source_C5_target,test,642,0,75.0
A_C1234_source_C5_target,test,1173,2,100.0
A_C1234_source_C5_target,test,96,1,75.0
A_C1234_source_C5_target,test,1022,2,62.5
A_C1234_source_C5_target,test,194,1,125.0
A_C1234_source_C5_target,test,1071,2,75.0
A_C1234_source_C5_target,test,57,1,50.0
A_C1234_source_C5_target,test,1246,2,125.0
A_C1234_source_C5_target,test,1294,3,25.0
A_C1234_source_C5_target,test,994,2,50.0
A_C1234_source_C5_target,test,333,1,200.0
A_C1234_source_C5_target,test,260,1,175.0
A_C1234_source_C5_target,test,463,0,25.0
A_C1234_source_C5_target,test,1585,3,200.0
A_C1234_source_C5_target,test,151,1,100.0
A_C1234_source_C5_target,test,224,1,150.0
A_C1234_source_C5_target,test,665,0,75.0
A_C1234_source_C5_target,test,127,1,100.0
A_C1234_source_C5_target,test,1442,3,125.0
A_C1234_source_C5_target,test,1164,2,100.0
A_C1234_source_C5_target,test,924,2,37.5
A_C1234_source_C5_target,test,123,1,75.0
A_C1234_source_C5_target,test,571,0,50.0
A_C1234_source_C5_target,test,1483,3,150.0
A_C1234_source_C5_target,test,826,0,125.0
A_C1234_source_C5_target,test,1352,3,75.0
A_C1234_source_C5_target,test,813,0,125.0
A_C1234_source_C5_target,test,1248,2,125.0
A_C1234_source_C5_target,test,293,1,175.0
A_C1234_source_C5_target,test,250,1,150.0
A_C1234_source_C5_target,test,347,1,225.0
A_C1234_source_C5_target,test,1328,3,50.0
A_C1234_source_C5_target,test,510,0,37.5
A_C1234_source_C5_target,test,567,0,50.0
A_C1234_source_C5_target,test,1306,3,50.0
A_C1234_source_C5_target,test,968,2,50.0
A_C1234_source_C5_target,test,980,2,50.0
A_C1234_source_C5_target,test,728,0,100.0
A_C1234_source_C5_target,test,1672,3,250.0
A_C1234_source_C5_target,test,1514,3,175.0
A_C1234_source_C5_target,test,306,1,200.0
A_C1234_source_C5_target,test,886,2,25.0
A_C1234_source_C5_target,test,977,2,50.0
A_C1234_source_C5_target,test,1601,3,225.0
A_C1234_source_C5_target,test,937,2,37.5
A_C1234_source_C5_target,test,1372,3,75.0
A_C1234_source_C5_target,test,383,1,250.0
A_C1234_source_C5_target,test,1595,3,200.0
A_C1234_source_C5_target,test,113,1,75.0
A_C1234_source_C5_target,test,269,1,175.0
A_C1234_source_C5_target,test,79,1,50.0
A_C1234_source_C5_target,test,761,0,112.5
A_C1234_source_C5_target,test,1121,2,87.5
A_C1234_source_C5_target,test,1012,2,62.5
A_C1234_source_C5_target,test,1003,2,50.0
A_C1234_source_C5_target,test,936,2,37.5
A_C1234_source_C5_target,test,360,1,225.0
A_C1234_source_C5_target,test,441,0,12.5
A_C1234_source_C5_target,test,66,1,50.0
A_C1234_source_C5_target,test,897,2,25.0
A_C1234_source_C5_target,test,1153,2,100.0
A_C1234_source_C5_target,test,1647,3,250.0
A_C1234_source_C5_target,test,1320,3,50.0
A_C1234_source_C5_target,test,98,1,75.0
A_C1234_source_C5_target,test,1014,2,62.5
A_C1234_source_C5_target,test,12,1,25.0
A_C1234_source_C5_target,test,806,0,125.0
A_C1234_source_C5_target,test,1130,2,87.5
A_C1234_source_C5_target,test,1544,3,175.0
A_C1234_source_C5_target,test,1161,2,100.0
A_C1234_source_C5_target,test,425,0,12.5
A_C1234_source_C5_target,test,979,2,50.0
A_C1234_source_C5_target,test,404,1,250.0
A_C1234_source_C5_target,test,871,2,12.5
A_C1234_source_C5_target,test,1206,2,112.5
A_C1234_source_C5_target,test,1629,3,225.0
A_C1234_source_C5_target,test,1203,2,112.5
A_C1234_source_C5_target,test,1039,2,62.5
A_C1234_source_C5_target,test,1050,2,75.0
A_C1234_source_C5_target,test,317,1,200.0
A_C1234_source_C5_target,test,771,0,112.5
A_C1234_source_C5_target,test,1330,3,50.0
A_C1234_source_C5_target,test,900,2,25.0
A_C1234_source_C5_target,test,524,0,37.5
A_C1234_source_C5_target,test,1074,2,75.0
A_C1234_source_C5_target,test,1145,2,100.0
A_C1234_source_C5_target,test,631,0,75.0
A_C1234_source_C5_target,test,1136,2,100.0
A_C1234_source_C5_target,test,365,1,225.0
A_C1234_source_C5_target,test,945,2,37.5
A_C1234_source_C5_target,test,1240,2,125.0
A_C1234_source_C5_target,test,410,1,250.0
A_C1234_source_C5_target,test,1053,2,75.0
A_C1234_source_C5_target,test,1279,3,25.0
A_C1234_source_C5_target,test,1478,3,150.0
A_C1234_source_C5_target,test,655,0,75.0
A_C1234_source_C5_target,test,266,1,175.0
A_C1234_source_C5_target,test,304,1,200.0
A_C1234_source_C5_target,test,894,2,25.0
A_C1234_source_C5_target,test,353,1,225.0
A_C1234_source_C5_target,test,290,1,175.0
A_C1234_source_C5_target,test,397,1,250.0
A_C1234_source_C5_target,test,1311,3,50.0
A_C1234_source_C5_target,test,332,1,200.0
A_C1234_source_C5_target,test,1351,3,75.0
A_C1234_source_C5_target,test,150,1,100.0
A_C1234_source_C5_target,test,1325,3,50.0
A_C1234_source_C5_target,test,1632,3,225.0
A_C1234_source_C5_target,test,612,0,62.5
A_C1234_source_C5_target,test,345,1,225.0
A_C1234_source_C5_target,test,1638,3,250.0
A_C1234_source_C5_target,test,1523,3,175.0
A_C1234_source_C5_target,test,1550,3,175.0
A_C1234_source_C5_target,test,456,0,12.5
A_C1234_source_C5_target,test,388,1,250.0
A_C1234_source_C5_target,test,1461,3,125.0
A_C1234_source_C5_target,test,30,1,25.0
A_C1234_source_C5_target,test,1305,3,50.0
A_C1234_source_C5_target,test,1008,2,62.5
A_C1234_source_C5_target,test,1574,3,200.0
A_C1234_source_C5_target,test,1527,3,175.0
A_C1234_source_C5_target,test,294,1,200.0
A_C1234_source_C5_target,test,1459,3,125.0
A_C1234_source_C5_target,test,1609,3,225.0
A_C1234_source_C5_target,test,580,0,50.0
A_C1234_source_C5_target,test,990,2,50.0
A_C1234_source_C5_target,test,1045,2,62.5
A_C1234_source_C5_target,test,188,1,125.0
A_C1234_source_C5_target,test,1618,3,225.0
A_C1234_source_C5_target,test,858,2,12.5
A_C1234_source_C5_target,test,1586,3,200.0
A_C1234_source_C5_target,test,890,2,25.0
A_C1234_source_C5_target,test,549,0,50.0
A_C1234_source_C5_target,test,1365,3,75.0
A_C1234_source_C5_target,test,797,0,112.5
A_C1234_source_C5_target,test,1513,3,175.0
A_C1234_source_C5_target,test,1188,2,112.5
A_C1234_source_C5_target,test,697,0,87.5
A_C1234_source_C5_target,test,278,1,175.0
A_C1234_source_C5_target,test,1006,2,50.0
A_C1234_source_C5_target,test,519,0,37.5
A_C1234_source_C5_target,test,781,0,112.5
A_C1234_source_C5_target,test,2,1,25.0
A_C1234_source_C5_target,test,1555,3,200.0
A_C1234_source_C5_target,test,1072,2,75.0
A_C1234_source_C5_target,test,868,2,12.5
A_C1234_source_C5_target,test,729,0,100.0
A_C1234_source_C5_target,test,625,0,62.5
A_C1234_source_C5_target,test,535,0,37.5
A_C1234_source_C5_target,test,1324,3,50.0
A_C1234_source_C5_target,test,1339,3,50.0
A_C1234_source_C5_target,test,103,1,75.0
A_C1234_source_C5_target,test,1326,3,50.0
A_C1234_source_C5_target,test,769,0,112.5
A_C1234_source_C5_target,test,1193,2,112.5
A_C1234_source_C5_target,test,1426,3,100.0
A_C1234_source_C5_target,test,216,1,150.0
A_C1234_source_C5_target,test,919,2,25.0
A_C1234_source_C5_target,test,1406,3,100.0
A_C1234_source_C5_target,test,843,2,12.5
A_C1234_source_C5_target,test,1623,3,225.0
A_C1234_source_C5_target,test,1084,2,75.0
A_C1234_source_C5_target,test,581,0,50.0
A_C1234_source_C5_target,test,627,0,62.5
A_C1234_source_C5_target,test,722,0,100.0
A_C1234_source_C5_target,test,1376,3,75.0
A_C1234_source_C5_target,test,1018,2,62.5
A_C1234_source_C5_target,test,838,0,125.0
A_C1234_source_C5_target,test,912,2,25.0
A_C1234_source_C5_target,test,875,2,12.5
A_C1234_source_C5_target,test,1044,2,62.5
A_C1234_source_C5_target,test,616,0,62.5
A_C1234_source_C5_target,test,1183,2,112.5
A_C1234_source_C5_target,test,1677,3,250.0
A_C1234_source_C5_target,test,1175,2,100.0
A_C1234_source_C5_target,test,1299,3,25.0
A_C1234_source_C5_target,test,1190,2,112.5
A_C1234_source_C5_target,test,1377,3,75.0
A_C1234_source_C5_target,test,1498,3,150.0
A_C1234_source_C5_target,test,1202,2,112.5
A_C1234_source_C5_target,test,206,1,125.0
A_C1234_source_C5_target,test,854,2,12.5
A_C1234_source_C5_target,test,1443,3,125.0
A_C1234_source_C5_target,test,371,1,225.0
A_C1234_source_C5_target,test,256,1,175.0
A_C1234_source_C5_target,test,426,0,12.5
A_C1234_source_C5_target,test,1386,3,100.0
A_C1234_source_C5_target,test,117,1,75.0
A_C1234_source_C5_target,test,280,1,175.0
A_C1234_source_C5_target,test,1367,3,75.0
A_C1234_source_C5_target,test,647,0,75.0
A_C1234_source_C5_target,test,887,2,25.0
A_C1234_source_C5_target,test,755,0,100.0
A_C1234_source_C5_target,test,1537,3,175.0
A_C1234_source_C5_target,test,742,0,100.0
A_C1234_source_C5_target,test,291,1,175.0
A_C1234_source_C5_target,test,996,2,50.0
A_C1234_source_C5_target,test,1591,3,200.0
A_C1234_source_C5_target,test,610,0,62.5
A_C1234_source_C5_target,test,1375,3,75.0
A_C1234_source_C5_target,test,1424,3,100.0
A_C1234_source_C5_target,test,1522,3,175.0
A_C1234_source_C5_target,test,930,2,37.5
A_C1234_source_C5_target,test,125,1,75.0
A_C1234_source_C5_target,test,394,1,250.0
A_C1234_source_C5_target,test,137,1,100.0
A_C1234_source_C5_target,test,111,1,75.0
A_C1234_source_C5_target,test,405,1,250.0
A_C1234_source_C5_target,test,1397,3,100.0
A_C1234_source_C5_target,test,985,2,50.0
A_C1234_source_C5_target,test,119,1,75.0
A_C1234_source_C5_target,test,63,1,50.0
A_C1234_source_C5_target,test,409,1,250.0
A_C1234_source_C5_target,test,594,0,62.5
A_C1234_source_C5_target,test,961,2,37.5
A_C1234_source_C5_target,test,576,0,50.0
A_C1234_source_C5_target,test,758,0,112.5
A_C1234_source_C5_target,test,288,1,175.0
A_C1234_source_C5_target,test,1639,3,250.0
A_C1234_source_C5_target,test,1439,3,125.0
A_C1234_source_C5_target,test,1414,3,100.0
A_C1234_source_C5_target,test,148,1,100.0
A_C1234_source_C5_target,test,1059,2,75.0
A_C1234_source_C5_target,test,686,0,87.5
A_C1234_source_C5_target,test,135,1,100.0
A_C1234_source_C5_target,test,1140,2,100.0
A_C1234_source_C5_target,test,618,0,62.5
A_C1234_source_C5_target,test,988,2,50.0
A_C1234_source_C5_target,test,485,0,25.0
A_C1234_source_C5_target,test,557,0,50.0
A_C1234_source_C5_target,test,475,0,25.0
A_C1234_source_C5_target,test,1589,3,200.0
A_C1234_source_C5_target,test,1201,2,112.5
A_C1234_source_C5_target,test,1617,3,225.0
A_C1234_source_C5_target,test,772,0,112.5
A_C1234_source_C5_target,test,951,2,37.5
A_C1234_source_C5_target,test,143,1,100.0
A_C1234_source_C5_target,test,819,0,125.0
A_C1234_source_C5_target,test,181,1,125.0
A_C1234_source_C5_target,test,72,1,50.0
A_C1234_source_C5_target,test,1196,2,112.5
A_C1234_source_C5_target,test,1135,2,100.0
A_C1234_source_C5_target,test,1447,3,125.0
A_C1234_source_C5_target,test,565,0,50.0
A_C1234_source_C5_target,test,803,0,125.0
A_C1234_source_C5_target,test,1127,2,87.5
A_C1234_source_C5_target,test,600,0,62.5
A_C1234_source_C5_target,test,1421,3,100.0
A_C1234_source_C5_target,test,749,0,100.0
A_C1234_source_C5_target,test,1538,3,175.0
A_C1234_source_C5_target,test,1404,3,100.0
A_C1234_source_C5_target,test,1613,3,225.0
A_C1234_source_C5_target,test,1403,3,100.0
A_C1234_source_C5_target,test,1256,2,125.0
A_C1234_source_C5_target,test,1280,3,25.0
A_C1234_source_C5_target,test,730,0,100.0
A_C1234_source_C5_target,test,419,1,250.0
A_C1234_source_C5_target,test,264,1,175.0
A_C1234_source_C5_target,test,517,0,37.5
A_C1234_source_C5_target,test,494,0,25.0
A_C1234_source_C5_target,test,1332,3,50.0
A_C1234_source_C5_target,test,355,1,225.0
A_C1234_source_C5_target,test,337,1,225.0
A_C1234_source_C5_target,test,1455,3,125.0
A_C1234_source_C5_target,test,955,2,37.5
A_C1234_source_C5_target,test,750,0,100.0
A_C1234_source_C5_target,test,212,1,150.0
A_C1234_source_C5_target,test,1101,2,87.5
A_C1234_source_C5_target,test,344,1,225.0
A_C1234_source_C5_target,test,735,0,100.0
A_C1234_source_C5_target,test,97,1,75.0
A_C1234_source_C5_target,test,543,0,37.5
A_C1234_source_C5_target,test,1651,3,250.0
A_C1234_source_C5_target,test,273,1,175.0
A_C1234_source_C5_target,test,1353,3,75.0
A_C1234_source_C5_target,test,1584,3,200.0
A_C1234_source_C5_target,test,872,2,12.5
A_C1234_source_C5_target,test,1017,2,62.5
A_C1234_source_C5_target,test,1659,3,250.0
A_C1234_source_C5_target,test,116,1,75.0
A_C1234_source_C5_target,test,400,1,250.0
A_C1234_source_C5_target,test,1125,2,87.5
A_C1234_source_C5_target,test,1286,3,25.0
A_C1234_source_C5_target,test,1036,2,62.5
A_C1234_source_C5_target,test,1007,2,50.0
A_C1234_source_C5_target,test,246,1,150.0
A_C1234_source_C5_target,test,1427,3,100.0
A_C1234_source_C5_target,test,607,0,62.5
A_C1234_source_C5_target,test,1658,3,250.0
A_C1234_source_C5_target,test,1131,2,87.5
A_C1234_source_C5_target,test,1142,2,100.0
A_C1234_source_C5_target,test,390,1,250.0
A_C1234_source_C5_target,test,9,1,25.0
A_C1234_source_C5_target,test,1531,3,175.0
A_C1234_source_C5_target,test,15,1,25.0
A_C1234_source_C5_target,test,152,1,100.0
A_C1234_source_C5_target,test,428,0,12.5
A_C1234_source_C5_target,test,1063,2,75.0
A_C1234_source_C5_target,test,927,2,37.5
A_C1234_source_C5_target,test,1590,3,200.0
A_C1234_source_C5_target,test,471,0,25.0
A_C1234_source_C5_target,test,777,0,112.5
A_C1234_source_C5_target,test,263,1,175.0
A_C1234_source_C5_target,test,1451,3,125.0
A_C1234_source_C5_target,test,385,1,250.0
A_C1234_source_C5_target,test,1637,3,225.0
A_C1234_source_C5_target,test,1458,3,125.0
A_C1234_source_C5_target,test,536,0,37.5
A_C1234_source_C5_target,test,696,0,87.5
A_C1234_source_C5_target,test,584,0,50.0
A_C1234_source_C5_target,test,128,1,100.0
A_C1234_source_C5_target,test,1068,2,75.0
A_C1234_source_C5_target,test,1088,2,75.0
A_C1234_source_C5_target,test,1144,2,100.0
A_C1234_source_C5_target,test,1469,3,125.0
A_C1234_source_C5_target,test,379,1,250.0
A_C1234_source_C5_target,test,1354,3,75.0
A_C1234_source_C5_target,test,1223,2,125.0
A_C1234_source_C5_target,test,3,1,25.0
A_C1234_source_C5_target,test,1507,3,150.0
A_C1234_source_C5_target,test,498,0,25.0
A_C1234_source_C5_target,test,1643,3,250.0
A_C1234_source_C5_target,test,1431,3,125.0
A_C1234_source_C5_target,test,367,1,225.0
A_C1234_source_C5_target,test,585,0,50.0
A_C1234_source_C5_target,test,630,0,75.0
A_C1234_source_C5_target,test,706,0,87.5
A_C1234_source_C5_target,test,56,1,50.0
A_C1234_source_C5_target,test,746,0,100.0
A_C1234_source_C5_target,test,1435,3,125.0
A_C1234_source_C5_target,test,107,1,75.0
A_C1234_source_C5_target,test,1568,3,200.0
A_C1234_source_C5_target,test,1109,2,87.5
A_C1234_source_C5_target,test,1592,3,200.0
A_C1234_source_C5_target,test,70,1,50.0
A_C1234_source_C5_target,test,1499,3,150.0
A_C1234_source_C5_target,test,1383,3,75.0
A_C1234_source_C5_target,test,1314,3,50.0
A_C1234_source_C5_target,test,467,0,25.0
A_C1234_source_C5_target,test,438,0,12.5
A_C1234_source_C5_target,test,844,2,12.5
A_C1234_source_C5_target,test,1678,3,250.0
A_C1234_source_C5_target,test,454,0,12.5
A_C1234_source_C5_target,test,1019,2,62.5
A_C1234_source_C5_target,test,531,0,37.5
A_C1234_source_C5_target,test,1470,3,150.0
A_C1234_source_C5_target,test,1625,3,225.0
A_C1234_source_C5_target,test,493,0,25.0
A_C1234_source_C5_target,test,669,0,75.0
A_C1234_source_C5_target,test,1288,3,25.0
A_C1234_source_C5_target,test,1572,3,200.0
B_C12_source_C345_target,calibration,1439,3,125.0
B_C12_source_C345_target,calibration,1650,3,250.0
B_C12_source_C345_target,calibration,596,0,62.5
B_C12_source_C345_target,calibration,595,0,62.5
B_C12_source_C345_target,calibration,1666,3,250.0
B_C12_source_C345_target,calibration,1170,2,100.0
B_C12_source_C345_target,calibration,225,1,150.0
B_C12_source_C345_target,calibration,309,1,200.0
B_C12_source_C345_target,calibration,1634,3,225.0
B_C12_source_C345_target,calibration,825,0,125.0
B_C12_source_C345_target,calibration,342,1,225.0
B_C12_source_C345_target,calibration,1536,3,175.0
B_C12_source_C345_target,calibration,1345,3,75.0
B_C12_source_C345_target,calibration,908,2,25.0
B_C12_source_C345_target,calibration,1378,3,75.0
B_C12_source_C345_target,calibration,1626,3,225.0
B_C12_source_C345_target,calibration,1670,3,250.0
B_C12_source_C345_target,calibration,1473,3,150.0
B_C12_source_C345_target,calibration,1230,2,125.0
B_C12_source_C345_target,calibration,650,0,75.0
B_C12_source_C345_target,calibration,1162,2,100.0
B_C12_source_C345_target,calibration,1280,3,25.0
B_C12_source_C345_target,calibration,393,1,250.0
B_C12_source_C345_target,calibration,6,1,25.0
B_C12_source_C345_target,calibration,793,0,112.5
B_C12_source_C345_target,calibration,1402,3,100.0
B_C12_source_C345_target,calibration,1516,3,175.0
B_C12_source_C345_target,calibration,829,0,125.0
B_C12_source_C345_target,calibration,8,1,25.0
B_C12_source_C345_target,calibration,1359,3,75.0
B_C12_source_C345_target,calibration,939,2,37.5
B_C12_source_C345_target,calibration,155,1,100.0
B_C12_source_C345_target,calibration,924,2,37.5
B_C12_source_C345_target,calibration,1540,3,175.0
B_C12_source_C345_target,calibration,709,0,87.5
B_C12_source_C345_target,calibration,1403,3,100.0
B_C12_source_C345_target,calibration,1468,3,125.0
B_C12_source_C345_target,calibration,867,2,12.5
B_C12_source_C345_target,calibration,179,1,125.0
B_C12_source_C345_target,calibration,458,0,12.5
B_C12_source_C345_target,calibration,194,1,125.0
B_C12_source_C345_target,calibration,581,0,50.0
B_C12_source_C345_target,calibration,1273,3,25.0
B_C12_source_C345_target,calibration,324,1,200.0
B_C12_source_C345_target,calibration,62,1,50.0
B_C12_source_C345_target,calibration,369,1,225.0
B_C12_source_C345_target,calibration,335,1,200.0
B_C12_source_C345_target,calibration,808,0,125.0
B_C12_source_C345_target,calibration,669,0,75.0
B_C12_source_C345_target,calibration,519,0,37.5
B_C12_source_C345_target,calibration,920,2,25.0
B_C12_source_C345_target,calibration,107,1,75.0
B_C12_source_C345_target,calibration,374,1,225.0
B_C12_source_C345_target,calibration,160,1,100.0
B_C12_source_C345_target,calibration,749,0,100.0
B_C12_source_C345_target,calibration,1458,3,125.0
B_C12_source_C345_target,calibration,545,0,37.5
B_C12_source_C345_target,calibration,1392,3,100.0
B_C12_source_C345_target,calibration,486,0,25.0
B_C12_source_C345_target,calibration,359,1,225.0
B_C12_source_C345_target,calibration,195,1,125.0
B_C12_source_C345_target,calibration,981,2,50.0
B_C12_source_C345_target,calibration,573,0,50.0
B_C12_source_C345_target,calibration,782,0,112.5
B_C12_source_C345_target,calibration,1591,3,200.0
B_C12_source_C345_target,calibration,1663,3,250.0
B_C12_source_C345_target,calibration,517,0,37.5
B_C12_source_C345_target,calibration,811,0,125.0
B_C12_source_C345_target,calibration,1155,2,100.0
B_C12_source_C345_target,calibration,1277,3,25.0
B_C12_source_C345_target,calibration,1351,3,75.0
B_C12_source_C345_target,calibration,16,1,25.0
B_C12_source_C345_target,calibration,1651,3,250.0
B_C12_source_C345_target,calibration,1276,3,25.0
B_C12_source_C345_target,calibration,279,1,175.0
B_C12_source_C345_target,calibration,1594,3,200.0
B_C12_source_C345_target,calibration,212,1,150.0
B_C12_source_C345_target,calibration,1184,2,112.5
B_C12_source_C345_target,calibration,1112,2,87.5
