sample_index,pred_class,h8_ppm,deployment_risk_full,qc_decision,auto_output_ppm,qc_workpoint,selected_profile,filename,repeat_id
406,0,74.30231775244945,0.41250000000000003,accept,74.30231775244945,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R1.txt,1
407,0,68.024028547563,0.45416666666666666,accept,68.024028547563,HC95,b5_c5_r4_h23_hc95,B5_GEa_F050_R1.txt,1
408,1,197.1628872232327,0.6062500000000001,accept,197.1628872232327,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R2.txt,2
409,3,105.71729996139352,0.2625,accept,105.71729996139352,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R1.txt,1
410,2,103.14496354332191,0.60625,accept,103.14496354332191,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R2.txt,2
411,0,101.19093780944038,0.6625,accept,101.19093780944038,HC95,b5_c5_r4_h23_hc95,B5_GEa_F090_R1.txt,1
412,3,210.8033169163807,0.4770833333333333,accept,210.8033169163807,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R1.txt,1
413,2,12.5,0.6541666666666667,accept,12.5,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R1.txt,1
414,1,25.0,0.5624999999999999,accept,25.0,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R1.txt,1
415,2,12.5,0.8562500000000001,review,,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R2.txt,2
416,1,122.92935079876004,0.64375,accept,122.92935079876004,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R2.txt,2
417,3,29.59750746026606,0.25416666666666665,accept,29.59750746026606,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R1.txt,1
418,0,23.704965791139784,0.49374999999999997,accept,23.704965791139784,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R2.txt,2
419,1,250.0,0.7291666666666666,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R2.txt,2
420,2,61.87748671557388,0.7145833333333332,accept,61.87748671557388,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R1.txt,1
421,0,23.183595734514284,0.4145833333333333,accept,23.183595734514284,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R2.txt,2
422,0,112.18832138802402,0.53125,accept,112.18832138802402,HC95,b5_c5_r4_h23_hc95,B5_GEa_F090_R2.txt,2
423,3,99.4224220980587,0.12291666666666667,accept,99.4224220980587,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R2.txt,2
424,1,221.16907487064717,0.5812499999999999,accept,221.16907487064717,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R2.txt,2
425,2,110.10419536120736,0.6124999999999999,accept,110.10419536120736,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R1.txt,1
426,3,171.80289534301437,0.19999999999999998,accept,171.80289534301437,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R1.txt,1
427,1,129.91328515177628,0.6333333333333333,accept,129.91328515177628,HC95,b5_c5_r4_h23_hc95,B5_GCO_F050_R2.txt,2
428,3,184.83698645775974,0.25625000000000003,accept,184.83698645775974,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R2.txt,2
429,3,25.0,0.3625,accept,25.0,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R2.txt,2
430,0,37.82436730687556,0.45,accept,37.82436730687556,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R2.txt,2
431,1,155.0795342794992,0.5541666666666666,accept,155.0795342794992,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R1.txt,1
432,2,118.35641007103101,0.7416666666666667,accept,118.35641007103101,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R1.txt,1
433,0,39.878170407694085,0.38125000000000003,accept,39.878170407694085,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R1.txt,1
434,1,70.14839797029764,0.4583333333333333,accept,70.14839797029764,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R1.txt,1
435,3,247.70603168016015,0.16874999999999998,accept,247.70603168016015,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R2.txt,2
436,2,12.79499636070102,0.7999999999999999,review,,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R1.txt,1
437,2,88.89637378800313,0.6604166666666665,accept,88.89637378800313,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R1.txt,1
438,3,204.57116388530244,0.22083333333333333,accept,204.57116388530244,HC95,b5_c5_r4_h23_hc95,B5_GMe_F080_R2.txt,2
439,1,87.35969046673293,0.65,accept,87.35969046673293,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
440,1,191.43275364567418,0.5208333333333334,accept,191.43275364567418,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R1.txt,1
441,1,74.64979766159625,0.6916666666666668,accept,74.64979766159625,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R2.txt,2
442,1,168.66479622980398,0.5645833333333333,accept,168.66479622980398,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R2.txt,2
443,1,238.89523584998562,0.59375,accept,238.89523584998562,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R1.txt,1
444,2,50.005222840160116,0.8833333333333334,review,,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
445,1,140.74241454035462,0.7041666666666666,accept,140.74241454035462,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R1.txt,1
446,3,248.737172354905,0.5145833333333334,accept,248.737172354905,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R2.txt,2
447,2,115.42448952265244,0.6958333333333334,accept,115.42448952265244,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R2.txt,2
448,2,125.0,0.5812499999999999,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R2.txt,2
449,0,93.53467177784174,0.5979166666666665,accept,93.53467177784174,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R1.txt,1
450,3,54.43545327263101,0.28125000000000006,accept,54.43545327263101,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R2.txt,2
451,0,66.52949326466904,0.5791666666666667,accept,66.52949326466904,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R2.txt,2
452,3,250.0,0.14791666666666667,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R2.txt,2
453,1,249.00605663318254,0.6541666666666667,accept,249.00605663318254,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R1.txt,1
454,0,47.76858847999667,0.5375,accept,47.76858847999667,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R2.txt,2
455,1,237.75595576800143,0.6041666666666666,accept,237.75595576800143,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R2.txt,2
456,1,250.0,0.7041666666666666,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R2.txt,2
457,2,97.66594230414535,0.6354166666666666,accept,97.66594230414535,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R2.txt,2
458,3,99.3580795610703,0.14583333333333334,accept,99.3580795610703,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R2.txt,2
459,0,125.0,0.4958333333333333,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R1.txt,1
460,3,156.04461358673367,0.4124999999999999,accept,156.04461358673367,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R2.txt,2
461,2,81.54905560583192,0.6645833333333334,accept,81.54905560583192,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R1.txt,1
462,3,61.07836560800763,0.3854166666666667,accept,61.07836560800763,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
463,3,153.00337182771023,0.2270833333333333,accept,153.00337182771023,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R1.txt,1
464,0,56.8265962903044,0.5145833333333334,accept,56.8265962903044,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R1.txt,1
465,1,250.0,0.7395833333333334,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R2.txt,2
466,2,49.13944438944479,0.6625,accept,49.13944438944479,HC95,b5_c5_r4_h23_hc95,B5_GEy_F040_R2.txt,2
467,1,25.0,0.6395833333333333,accept,25.0,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R1.txt,1
468,2,92.20896127699496,0.75,accept,92.20896127699496,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R2.txt,2
469,2,25.85389294318489,0.7708333333333334,accept,25.85389294318489,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R2.txt,2
470,0,110.31339411560313,0.4604166666666667,accept,110.31339411560313,HC95,b5_c5_r4_h23_hc95,B5_GEa_F090_R2.txt,2
471,1,71.25894098400242,0.6,accept,71.25894098400242,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R1.txt,1
472,1,52.965193992970434,0.8833333333333333,review,,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R2.txt,2
473,2,83.99410094114342,0.6499999999999999,accept,83.99410094114342,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R1.txt,1
474,3,25.0,0.09999999999999999,accept,25.0,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R2.txt,2
475,3,180.82059744606286,0.19166666666666665,accept,180.82059744606286,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R2.txt,2
476,2,82.57518928516166,0.65625,accept,82.57518928516166,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R1.txt,1
477,3,103.28367753134023,0.3375000000000001,accept,103.28367753134023,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R2.txt,2
478,1,27.510640008294715,0.5812499999999999,accept,27.510640008294715,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R1.txt,1
479,2,25.564616671139632,0.56875,accept,25.564616671139632,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R1.txt,1
480,3,202.1543838690435,0.23749999999999996,accept,202.1543838690435,HC95,b5_c5_r4_h23_hc95,B5_GMe_F080_R1.txt,1
481,0,45.81945152617512,0.53125,accept,45.81945152617512,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R1.txt,1
482,3,132.45891384956778,0.18541666666666667,accept,132.45891384956778,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R2.txt,2
483,2,100.1769608937461,0.5645833333333333,accept,100.1769608937461,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R2.txt,2
484,3,26.945479758683007,0.14583333333333334,accept,26.945479758683007,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R2.txt,2
485,3,35.07182871401096,0.1875,accept,35.07182871401096,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R1.txt,1
486,0,25.29780944126759,0.4875,accept,25.29780944126759,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R2.txt,2
487,3,245.61918940999044,0.22708333333333333,accept,245.61918940999044,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R1.txt,1
488,0,39.23472947335534,0.4145833333333333,accept,39.23472947335534,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R1.txt,1
489,0,90.8560113354118,0.4520833333333334,accept,90.8560113354118,HC95,b5_c5_r4_h23_hc95,B5_GEa_F070_R1.txt,1
490,1,32.81361021136358,0.6333333333333333,accept,32.81361021136358,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R1.txt,1
491,1,166.7186906385741,0.7166666666666667,accept,166.7186906385741,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R2.txt,2
492,1,150.6123853826632,0.5833333333333334,accept,150.6123853826632,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R2.txt,2
493,2,12.5,0.6270833333333333,accept,12.5,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R1.txt,1
494,0,22.242020184361337,0.4895833333333333,accept,22.242020184361337,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R2.txt,2
495,3,139.16923469055408,0.4625000000000001,accept,139.16923469055408,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R1.txt,1
496,1,125.39754221623491,0.5770833333333333,accept,125.39754221623491,HC95,b5_c5_r4_h23_hc95,B5_GCO_F050_R2.txt,2
497,2,39.06176252903604,0.5666666666666667,accept,39.06176252903604,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R1.txt,1
498,2,57.19309841613929,0.7374999999999999,accept,57.19309841613929,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R1.txt,1
499,1,95.78964213686587,0.6625,accept,95.78964213686587,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R2.txt,2
500,2,125.0,0.6270833333333333,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R2.txt,2
501,1,216.8751330251209,0.6895833333333333,accept,216.8751330251209,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R2.txt,2
502,1,26.1922410126559,0.6041666666666666,accept,26.1922410126559,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R2.txt,2
503,1,245.2607972419775,0.46875,accept,245.2607972419775,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R1.txt,1
504,2,30.39120420889634,0.8395833333333332,review,,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R2.txt,2
505,3,244.88794741764792,0.23750000000000002,accept,244.88794741764792,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R1.txt,1
506,3,148.19600961737618,0.21875,accept,148.19600961737618,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R2.txt,2
507,0,70.68604992726367,0.39375,accept,70.68604992726367,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R2.txt,2
508,1,84.08898586347792,0.6145833333333334,accept,84.08898586347792,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
509,0,23.46525054767522,0.4291666666666667,accept,23.46525054767522,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R1.txt,1
510,0,65.51733254532324,0.5437500000000001,accept,65.51733254532324,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R2.txt,2
511,1,212.1101977154919,0.5833333333333334,accept,212.1101977154919,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R1.txt,1
512,0,96.17772146096576,0.6895833333333333,accept,96.17772146096576,HC95,b5_c5_r4_h23_hc95,B5_GEa_F070_R1.txt,1
513,1,172.12501160281388,0.71875,accept,172.12501160281388,HC95,b5_c5_r4_h23_hc95,B5_GCO_F070_R2.txt,2
514,2,28.00220037377659,0.6791666666666666,accept,28.00220037377659,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R2.txt,2
515,2,123.36104700918034,0.63125,accept,123.36104700918034,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R1.txt,1
516,1,114.2171866867107,0.5875,accept,114.2171866867107,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R1.txt,1
517,2,124.07373236659795,0.6270833333333333,accept,124.07373236659795,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R1.txt,1
518,2,51.42445234054651,0.5708333333333334,accept,51.42445234054651,HC95,b5_c5_r4_h23_hc95,B5_GEy_F040_R1.txt,1
519,2,26.58721579353127,0.6041666666666666,accept,26.58721579353127,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R1.txt,1
520,2,37.471201701480055,0.5812499999999999,accept,37.471201701480055,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R2.txt,2
521,2,74.1428572467185,0.6291666666666667,accept,74.1428572467185,HC95,b5_c5_r4_h23_hc95,B5_GEy_F060_R2.txt,2
522,2,26.151429223680253,0.6729166666666666,accept,26.151429223680253,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R2.txt,2
523,1,220.27127854990363,0.6625,accept,220.27127854990363,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R1.txt,1
524,3,161.63984786048167,0.4104166666666667,accept,161.63984786048167,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R1.txt,1
525,0,113.20314902454307,0.4375,accept,113.20314902454307,HC95,b5_c5_r4_h23_hc95,B5_GEa_F090_R2.txt,2
526,0,85.81971543075888,0.5020833333333333,accept,85.81971543075888,HC95,b5_c5_r4_h23_hc95,B5_GEa_F070_R1.txt,1
527,3,74.403430165604,0.3020833333333333,accept,74.403430165604,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
528,2,12.5,0.6145833333333334,accept,12.5,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R2.txt,2
529,3,73.46843715674663,0.14166666666666666,accept,73.46843715674663,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
530,0,94.28393299262429,0.5874999999999999,accept,94.28393299262429,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R1.txt,1
531,3,35.38324569409767,0.21666666666666667,accept,35.38324569409767,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R2.txt,2
532,0,91.67207300233672,0.6041666666666666,accept,91.67207300233672,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R1.txt,1
533,3,132.10708321262095,0.5812499999999999,accept,132.10708321262095,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R2.txt,2
534,1,25.0,0.5645833333333333,accept,25.0,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R1.txt,1
535,2,16.120407751489296,0.7458333333333332,accept,16.120407751489296,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R2.txt,2
536,3,127.45522582055872,0.28125,accept,127.45522582055872,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R1.txt,1
537,0,124.17422240405234,0.5333333333333333,accept,124.17422240405234,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R2.txt,2
538,1,117.9893837650484,0.4937500000000001,accept,117.9893837650484,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R1.txt,1
539,2,69.5153163316825,0.7000000000000001,accept,69.5153163316825,HC95,b5_c5_r4_h23_hc95,B5_GEy_F060_R1.txt,1
540,2,52.79341849197564,0.6229166666666667,accept,52.79341849197564,HC95,b5_c5_r4_h23_hc95,B5_GEy_F040_R2.txt,2
541,0,64.12140258834421,0.56875,accept,64.12140258834421,HC95,b5_c5_r4_h23_hc95,B5_GEa_F050_R2.txt,2
542,2,115.65445718927532,0.69375,accept,115.65445718927532,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R2.txt,2
543,1,44.36597549582464,0.5812499999999999,accept,44.36597549582464,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R1.txt,1
544,3,29.745136745274323,0.33125000000000004,accept,29.745136745274323,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R2.txt,2
545,2,32.783240882062316,0.7020833333333333,accept,32.783240882062316,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R1.txt,1
546,2,96.03217363771004,0.6708333333333334,accept,96.03217363771004,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R1.txt,1
547,3,102.2074198855544,0.2041666666666667,accept,102.2074198855544,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R2.txt,2
548,3,240.81965981759996,0.26666666666666666,accept,240.81965981759996,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R1.txt,1
549,3,148.56697281703092,0.5020833333333333,accept,148.56697281703092,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R1.txt,1
550,1,221.141019059876,0.61875,accept,221.141019059876,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R2.txt,2
551,1,134.4442708318957,0.5895833333333332,accept,134.4442708318957,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R1.txt,1
552,3,86.49298227014462,0.45,accept,86.49298227014462,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R1.txt,1
553,3,216.4050001791126,0.5333333333333333,accept,216.4050001791126,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R1.txt,1
554,2,64.85007819497795,0.6854166666666667,accept,64.85007819497795,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
555,2,100.87583792608072,0.7000000000000001,accept,100.87583792608072,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R1.txt,1
556,0,62.73748654097257,0.5270833333333333,accept,62.73748654097257,HC95,b5_c5_r4_h23_hc95,B5_GEa_F050_R2.txt,2
557,3,67.14886945300668,0.16458333333333333,accept,67.14886945300668,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
558,0,125.0,0.49374999999999997,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R1.txt,1
559,2,100.78484133018515,0.6604166666666667,accept,100.78484133018515,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R2.txt,2
560,2,82.60423339041141,0.6395833333333333,accept,82.60423339041141,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R1.txt,1
561,1,117.74149256616629,0.7125,accept,117.74149256616629,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
562,1,100.51325363803339,0.6416666666666666,accept,100.51325363803339,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
563,3,220.1073074512635,0.19791666666666666,accept,220.1073074512635,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R2.txt,2
564,0,50.58595640138179,0.5479166666666667,accept,50.58595640138179,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R1.txt,1
565,0,65.92726765391504,0.39375,accept,65.92726765391504,HC95,b5_c5_r4_h23_hc95,B5_GEa_F050_R1.txt,1
566,3,28.656359181710556,0.14791666666666667,accept,28.656359181710556,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R1.txt,1
567,0,49.50894540455864,0.46875,accept,49.50894540455864,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R1.txt,1
568,3,43.98184647008719,0.12708333333333333,accept,43.98184647008719,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R2.txt,2
569,1,125.15342693016672,0.5458333333333333,accept,125.15342693016672,HC95,b5_c5_r4_h23_hc95,B5_GCO_F050_R2.txt,2
570,3,72.59345089412085,0.12708333333333333,accept,72.59345089412085,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R1.txt,1
571,0,106.10402010178389,0.4895833333333333,accept,106.10402010178389,HC95,b5_c5_r4_h23_hc95,B5_GEa_F090_R1.txt,1
572,3,96.22009789723286,0.3208333333333333,accept,96.22009789723286,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R1.txt,1
573,2,122.18966454384969,0.5854166666666666,accept,122.18966454384969,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R1.txt,1
574,3,235.29452334229194,0.3666666666666667,accept,235.29452334229194,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R2.txt,2
575,3,106.31347393406588,0.18541666666666667,accept,106.31347393406588,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R2.txt,2
576,2,98.8436125459661,0.7520833333333333,accept,98.8436125459661,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R2.txt,2
577,0,69.13610361356449,0.3958333333333333,accept,69.13610361356449,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R2.txt,2
578,0,21.3676779947483,0.4875,accept,21.3676779947483,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R2.txt,2
579,1,121.00107565620662,0.6479166666666667,accept,121.00107565620662,HC95,b5_c5_r4_h23_hc95,B5_GCO_F050_R1.txt,1
580,2,125.0,0.59375,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R1.txt,1
581,0,24.10143484111655,0.4583333333333333,accept,24.10143484111655,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R1.txt,1
582,2,97.7938457623352,0.6333333333333333,accept,97.7938457623352,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R1.txt,1
583,0,38.79289325832468,0.4229166666666666,accept,38.79289325832468,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R1.txt,1
584,3,196.36482149885802,0.22291666666666665,accept,196.36482149885802,HC95,b5_c5_r4_h23_hc95,B5_GMe_F080_R2.txt,2
585,1,149.18536990663443,0.5833333333333334,accept,149.18536990663443,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R1.txt,1
586,3,185.71366473224953,0.5395833333333333,accept,185.71366473224953,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R2.txt,2
587,1,25.0,0.5333333333333333,accept,25.0,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R1.txt,1
588,3,105.88302100067932,0.2708333333333333,accept,105.88302100067932,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R1.txt,1
589,0,40.069781075412706,0.45,accept,40.069781075412706,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R2.txt,2
590,3,144.39119185434976,0.3416666666666666,accept,144.39119185434976,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R1.txt,1
591,2,81.84107754175623,0.7479166666666667,accept,81.84107754175623,HC95,b5_c5_r4_h23_hc95,B5_GEy_F060_R2.txt,2
592,3,106.88486838083762,0.30624999999999997,accept,106.88486838083762,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R1.txt,1
593,1,81.51753251827459,0.42291666666666666,accept,81.51753251827459,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R1.txt,1
594,3,250.0,0.5583333333333332,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GMe_F080_R1.txt,1
595,2,47.32625575213078,0.6750000000000002,accept,47.32625575213078,HC95,b5_c5_r4_h23_hc95,B5_GEy_F040_R2.txt,2
596,0,86.75329048422819,0.5750000000000001,accept,86.75329048422819,HC95,b5_c5_r4_h23_hc95,B5_GEa_F070_R1.txt,1
597,0,16.258813617055612,0.42916666666666664,accept,16.258813617055612,HC95,b5_c5_r4_h23_hc95,B5_GEa_F010_R2.txt,2
598,3,134.1941143118509,0.23749999999999996,accept,134.1941143118509,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R2.txt,2
599,2,38.057994306240005,0.6291666666666667,accept,38.057994306240005,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R2.txt,2
600,1,101.70809704064493,0.6875,accept,101.70809704064493,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R2.txt,2
601,3,214.08963239726032,0.3458333333333334,accept,214.08963239726032,HC95,b5_c5_r4_h23_hc95,B5_GMe_F080_R1.txt,1
602,0,73.37192461091384,0.43333333333333335,accept,73.37192461091384,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R1.txt,1
603,1,195.97150836718833,0.5875,accept,195.97150836718833,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R1.txt,1
604,3,50.0309307738728,0.3604166666666666,accept,50.0309307738728,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R1.txt,1
605,0,12.5,0.37291666666666673,accept,12.5,HC95,b5_c5_r4_h23_hc95,B5_GEa_F010_R1.txt,1
606,1,243.60584321214517,0.7520833333333333,accept,243.60584321214517,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R1.txt,1
607,3,171.60868128266293,0.21041666666666667,accept,171.60868128266293,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R1.txt,1
608,0,96.30690093859991,0.5187499999999999,accept,96.30690093859991,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R1.txt,1
609,2,115.14993302436977,0.7083333333333334,accept,115.14993302436977,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R1.txt,1
